1000 100  50  10 | sous_matrice1 |   0.000700
1000 100  50  10 | sous_matrice2 |   0.000071
1000 100  50  50 | sous_matrice1 |   0.000220
1000 100  50  50 | sous_matrice2 |   0.000071
1000 100  50 100 | sous_matrice1 |   0.000040
1000 100  50 100 | sous_matrice2 |   0.000014
1000 100 100  10 | sous_matrice1 |   0.000080
1000 100 100  10 | sous_matrice2 |   0.000057
1000 100 100  50 | sous_matrice1 |   0.000140
1000 100 100  50 | sous_matrice2 |   0.000043
1000 100 100 100 | sous_matrice1 |   0.000040
1000 100 100 100 | sous_matrice2 |   0.000057
1000 500  10  10 | sous_matrice1 |   0.002780
1000 500  10  10 | sous_matrice2 |   0.000143
1000 500  10  50 | sous_matrice1 |   0.000800
1000 500  10  50 | sous_matrice2 |   0.000171
1000 500  10 100 | sous_matrice1 |   0.000580
1000 500  10 100 | sous_matrice2 |   0.000186
1000 500  50  10 | sous_matrice1 |   0.002280
1000 500  50  10 | sous_matrice2 |   0.000129
1000 500  50  50 | sous_matrice1 |   0.000660
1000 500  50  50 | sous_matrice2 |   0.000157
1000 500  50 100 | sous_matrice1 |   0.001560
1000 500  50 100 | sous_matrice2 |   0.000171
1000 500 100  10 | sous_matrice1 |   0.001000
1000 500 100  10 | sous_matrice2 |   0.000157
1000 500 100  50 | sous_matrice1 |   0.002060
1000 500 100  50 | sous_matrice2 |   0.000114
1000 500 100 100 | sous_matrice1 |   0.001920
1000 500 100 100 | sous_matrice2 |   0.000157
1000 1000  10  10 | sous_matrice1 |   0.004100
1000 1000  10  10 | sous_matrice2 |   0.000286
1000 1000  10  50 | sous_matrice1 |   0.007100
1000 1000  10  50 | sous_matrice2 |   0.000214
1000 1000  10 100 | sous_matrice1 |   0.000840
1000 1000  10 100 | sous_matrice2 |   0.000314
1000 1000  50  10 | sous_matrice1 |   0.001300
1000 1000  50  10 | sous_matrice2 |   0.000257
1000 1000  50  50 | sous_matrice1 |   0.005360
1000 1000  50  50 | sous_matrice2 |   0.000214
1000 1000  50 100 | sous_matrice1 |   0.002640
1000 1000  50 100 | sous_matrice2 |   0.000200
1000 1000 100  10 | sous_matrice1 |   0.000780
1000 1000 100  10 | sous_matrice2 |   0.000229
1000 1000 100  50 | sous_matrice1 |   0.002900
1000 1000 100  50 | sous_matrice2 |   0.000229
1000 1000 100 100 | sous_matrice1 |   0.000920
1000 1000 100 100 | sous_matrice2 |   0.000200
